Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Pressure_Bar,Product_Count,Maintenance_Flag
05-01-2025 12:00,M03,73.1,3.59,8.74,132,0
05-01-2025 13:00,M03,75.37,5.37,7.9,118,0
05-01-2025 14:00,M01,67.76,3.85,7.62,113,0
05-01-2025 15:00,M03,84.38,3.93,8.2,116,0
05-01-2025 16:00,M05,80.32,2.23,9.39,120,0
05-01-2025 17:00,M03,90.53,3.84,9.35,128,0
05-01-2025 18:00,M01,67.97,4.67,7.71,89,0
05-01-2025 19:00,M05,71.98,3.15,8.92,119,0
05-01-2025 20:00,M02,76.85,3.4,7.77,97,0
05-01-2025 21:00,M03,80.17,4.63,8.04,104,0
05-01-2025 22:00,M01,73.27,2.82,7.43,120,0
05-01-2025 23:00,M02,68.02,4.85,7.78,115,0
06-01-2025 00:00,M02,82.05,3.57,9.61,81,0
06-01-2025 01:00,M04,80.77,3.69,8.11,128,0
06-01-2025 02:00,M05,67.67,3.1,8.16,146,0
06-01-2025 03:00,M03,85.84,4.3,6.26,132,0
06-01-2025 04:00,M01,84.36,5.97,7.63,98,0
06-01-2025 05:00,M04,76.07,4.63,7.71,105,0
06-01-2025 06:00,M05,75.64,3.31,7.01,133,0
06-01-2025 07:00,M04,79.43,4.91,8.03,130,0
06-01-2025 08:00,M05,68.11,3.75,7.48,104,0
06-01-2025 09:00,M05,75.24,5.1,8.1,96,0
06-01-2025 10:00,M03,57.78,4.65,8.15,140,0
06-01-2025 11:00,M05,82.01,1.65,6.85,125,0
06-01-2025 12:00,M04,62.51,3.2,7.52,134,0
06-01-2025 13:00,M05,87.03,4.76,8.09,129,0
06-01-2025 14:00,M03,72.36,4.12,9.42,90,0
06-01-2025 15:00,M03,73.31,3.18,8.31,91,0
06-01-2025 16:00,M04,69.98,3.49,7.21,119,0
06-01-2025 17:00,M02,72.7,2.48,8.48,127,0
06-01-2025 18:00,M02,86.35,3.93,10.05,135,0
06-01-2025 19:00,M05,55.1,5.77,9.1,87,0
06-01-2025 20:00,M01,85.22,4.64,8.66,93,0
06-01-2025 21:00,M05,77.7,5.75,8.87,135,0
06-01-2025 22:00,M04,65.34,4.71,9.73,133,0
06-01-2025 23:00,M04,66.4,4.82,9.29,96,0
07-01-2025 00:00,M04,88.41,5.58,8.68,124,0
07-01-2025 01:00,M04,67.44,4.3,9.28,84,0
07-01-2025 02:00,M04,65.77,3.85,6.7,82,0
07-01-2025 03:00,M03,84.1,4.83,6.2,88,0
07-01-2025 04:00,M02,77.71,5.16,8.19,99,0
07-01-2025 05:00,M04,67.5,3.62,8.08,100,0
07-01-2025 06:00,M01,76.73,3.42,7.35,112,0
07-01-2025 07:00,M01,66.79,4.11,8.99,84,0
07-01-2025 08:00,M01,83.81,4.67,5.76,103,0
07-01-2025 09:00,M01,83.49,4.64,7.36,142,1
07-01-2025 10:00,M03,79.26,2.86,7.42,105,0
07-01-2025 11:00,M01,77.89,5.53,6.04,112,0
07-01-2025 12:00,M04,89.09,3.49,9.79,97,0
07-01-2025 13:00,M05,75,3.79,6.37,97,0
07-01-2025 14:00,M01,65.55,3.28,7.29,117,0
07-01-2025 15:00,M03,78.6,6.16,9.09,112,0
07-01-2025 16:00,M03,91.69,4.19,8.78,106,0
07-01-2025 17:00,M01,66.88,3.32,6.67,128,0
07-01-2025 18:00,M05,72.11,4.69,8.82,129,0
07-01-2025 19:00,M01,78.33,4.62,8.35,94,0
07-01-2025 20:00,M03,74.57,3.85,10.8,131,0
07-01-2025 21:00,M02,67.14,4.67,8.48,147,0
07-01-2025 22:00,M04,83.97,3.34,7.83,98,0
07-01-2025 23:00,M03,93.56,3.61,6.97,104,0
08-01-2025 00:00,M01,76.57,2.39,7.11,104,0
08-01-2025 01:00,M04,67.77,2.94,7.01,112,0
08-01-2025 02:00,M01,62.61,5.45,9.65,139,0
08-01-2025 03:00,M01,77.06,5.31,8.02,116,0
08-01-2025 04:00,M02,83.83,4.05,8.68,122,1
08-01-2025 05:00,M04,78.8,5.33,9.82,88,0
08-01-2025 06:00,M04,74.98,3.87,5.17,93,0
08-01-2025 07:00,M02,70.29,3.81,9.53,82,1
08-01-2025 08:00,M03,66.26,4.05,8.07,148,0
08-01-2025 09:00,M01,81.68,3.9,8.52,135,0
08-01-2025 10:00,M05,82.31,3.83,7.01,105,0
08-01-2025 11:00,M01,62.63,4.91,7.09,132,0
08-01-2025 12:00,M01,87.72,4.12,8.59,120,0
08-01-2025 13:00,M03,79.59,4.57,10.86,100,0
08-01-2025 14:00,M01,86.2,4.83,9.2,118,0
08-01-2025 15:00,M02,64.26,4.31,9.52,102,0
08-01-2025 16:00,M02,64.07,3.22,7.77,137,0
08-01-2025 17:00,M04,73.81,2.92,7.28,148,0
08-01-2025 18:00,M05,79.02,4.12,7.06,108,0
08-01-2025 19:00,M01,89.37,3.86,7.41,141,0
08-01-2025 20:00,M01,80.65,4.07,5.54,132,0
08-01-2025 21:00,M03,73.06,3.99,7.13,124,0
08-01-2025 22:00,M02,66.79,6.07,7.33,106,0
08-01-2025 23:00,M05,84.84,2.94,7.79,113,0
09-01-2025 00:00,M04,67.28,2.41,8.16,93,0
09-01-2025 01:00,M02,88.03,4.27,8.43,120,0
09-01-2025 02:00,M04,72.72,3.7,7.98,139,0
09-01-2025 03:00,M03,87.72,4.25,7.3,121,0
09-01-2025 04:00,M03,80.43,4.47,5.64,130,0
09-01-2025 05:00,M01,73.9,5.03,7.31,90,0
09-01-2025 06:00,M05,70.84,2.79,6.83,114,0
09-01-2025 07:00,M04,72.27,3.55,8.56,98,0
09-01-2025 08:00,M02,78.43,4.34,9.09,144,0
09-01-2025 09:00,M03,75.62,4.62,9.13,140,0
09-01-2025 10:00,M01,70.25,5.75,8.91,126,0
09-01-2025 11:00,M01,73.67,4.76,7.84,93,0
09-01-2025 12:00,M04,75.63,3.95,7.37,146,0
09-01-2025 13:00,M03,57.97,3.29,7.1,131,0
09-01-2025 14:00,M05,78.67,3.55,6.19,111,0
09-01-2025 15:00,M03,67.16,3.53,9.19,89,0
09-01-2025 16:00,M04,65.77,4.52,7.79,96,1
09-01-2025 17:00,M04,61.5,4.21,6.5,119,0
09-01-2025 18:00,M03,60.65,2.94,7.01,147,0
09-01-2025 19:00,M04,64.16,3.65,6.96,142,0
09-01-2025 20:00,M03,69.33,4.7,8.05,94,0
09-01-2025 21:00,M02,90.63,4.28,9.28,118,0
09-01-2025 22:00,M03,70.79,4.45,7.58,136,0
09-01-2025 23:00,M03,76.42,4.31,5.3,89,0
10-01-2025 00:00,M04,78.2,5.3,7.77,96,0
10-01-2025 01:00,M04,76.05,4.19,7.81,96,0
10-01-2025 02:00,M01,74.38,3.69,7.73,95,0
10-01-2025 03:00,M01,65.44,3.27,7.25,82,0
10-01-2025 04:00,M02,86.61,4.2,8.26,130,0
10-01-2025 05:00,M01,89.46,2.05,8.08,125,0
10-01-2025 06:00,M03,61.54,3.85,7.97,134,0
10-01-2025 07:00,M04,66.81,3.84,8.5,105,1
10-01-2025 08:00,M01,72.76,2.91,7.48,110,0
10-01-2025 09:00,M01,67.28,3.26,7.42,98,0
10-01-2025 10:00,M02,79.05,4.65,9.66,147,0
10-01-2025 11:00,M02,69.17,4.18,8.67,94,0
10-01-2025 12:00,M03,92.32,4.08,8.99,137,0
10-01-2025 13:00,M04,84.52,4.25,9.47,109,0
10-01-2025 14:00,M02,76.7,4.07,8.63,127,0
10-01-2025 15:00,M01,83.22,4.99,9.11,135,0
10-01-2025 16:00,M04,83.85,4.1,6.1,121,0
10-01-2025 17:00,M04,70.49,2.83,8.24,103,0
10-01-2025 18:00,M01,68.47,5.3,7.78,131,0
10-01-2025 19:00,M02,75.63,4.3,10.01,122,0
10-01-2025 20:00,M01,81.89,3.53,9.11,113,0
10-01-2025 21:00,M04,76.11,3,7.24,139,0
10-01-2025 22:00,M05,62.38,4.32,8.45,82,0
10-01-2025 23:00,M05,68.58,3.91,8.2,147,0
11-01-2025 00:00,M03,74.41,5.26,8.55,90,0
11-01-2025 01:00,M01,74.39,3.72,6.78,92,0
11-01-2025 02:00,M01,90.78,3.33,8.43,129,0
11-01-2025 03:00,M03,63.91,4.72,7.73,98,0
11-01-2025 04:00,M03,79.04,4.74,8.34,123,0
11-01-2025 05:00,M03,86.91,4.13,7.13,112,0
11-01-2025 06:00,M04,93.17,4.54,7.3,117,0
11-01-2025 07:00,M01,71.76,3.97,9.41,82,0
11-01-2025 08:00,M04,78.93,4.19,6.74,144,0
11-01-2025 09:00,M03,79.56,4.93,6.83,114,0
11-01-2025 10:00,M01,76.56,4.5,7.94,115,0
11-01-2025 11:00,M04,74.21,3.86,7.07,117,0
11-01-2025 12:00,M04,78.49,5.08,6.94,118,0
11-01-2025 13:00,M03,54.74,2.11,8.13,104,0
11-01-2025 14:00,M01,80.46,5.64,6.19,143,0
11-01-2025 15:00,M03,76.01,2.64,6.79,92,0
11-01-2025 16:00,M01,73.22,3.5,10.46,147,0
11-01-2025 17:00,M05,91.37,3.97,8.55,149,0
11-01-2025 18:00,M02,69.6,3.88,7.1,80,0
11-01-2025 19:00,M02,71.78,4.81,8.5,133,0
11-01-2025 20:00,M02,90.93,3.15,8.68,88,0
11-01-2025 21:00,M03,68.34,4.21,9.19,115,0
11-01-2025 22:00,M05,70.6,3.54,7.85,116,0
11-01-2025 23:00,M01,73.82,4.24,9.17,138,0
12-01-2025 00:00,M04,81.73,3.95,5.55,100,0
12-01-2025 01:00,M01,76.66,4.07,6.73,99,0
12-01-2025 02:00,M04,64.66,3.56,8.2,80,0
12-01-2025 03:00,M01,70.74,3.59,8.4,138,0
12-01-2025 04:00,M05,70.14,4.23,6.91,107,1
12-01-2025 05:00,M04,74.38,4.75,8.31,135,0
12-01-2025 06:00,M03,78.41,3.52,7.25,88,0
12-01-2025 07:00,M01,78.35,3.3,7.67,144,0
12-01-2025 08:00,M01,60.79,4.49,9.23,115,0
12-01-2025 09:00,M04,83.51,3.97,9.09,113,0
12-01-2025 10:00,M03,77.02,4.66,6.8,111,0
12-01-2025 11:00,M03,86.08,3.28,6.73,145,0
12-01-2025 12:00,M05,78.55,2.58,7.51,104,0
12-01-2025 13:00,M03,83.81,3.57,7.97,130,0
12-01-2025 14:00,M03,78.73,3.39,7.21,142,1
12-01-2025 15:00,M03,85.77,3.94,9.25,124,0
12-01-2025 16:00,M02,79.18,3.49,8.42,105,0
12-01-2025 17:00,M05,74.22,4.59,8.49,100,0
12-01-2025 18:00,M01,93.18,3.77,6.48,130,0
12-01-2025 19:00,M04,82.11,4.12,9.4,103,0
12-01-2025 20:00,M01,79.59,4.13,4.62,91,0
12-01-2025 21:00,M05,64.79,4.16,9,90,0
12-01-2025 22:00,M04,64.69,3.98,9.12,106,0
12-01-2025 23:00,M05,77.34,4.41,7.48,102,0
13-01-2025 00:00,M03,76.16,3.36,9.53,112,0
13-01-2025 01:00,M04,70.09,5.12,7.92,117,0
13-01-2025 02:00,M03,76.13,3.81,8.07,134,0
13-01-2025 03:00,M01,87.71,2.95,8.41,149,0
13-01-2025 04:00,M01,80.56,4.15,11.82,121,0
13-01-2025 05:00,M04,65.87,3.32,9.61,108,0
13-01-2025 06:00,M04,74.11,4.53,8.84,113,0
13-01-2025 07:00,M05,68.56,5.77,6.9,136,0
13-01-2025 08:00,M05,71.9,3.37,8.17,82,0
13-01-2025 09:00,M03,71.69,4.27,7.02,85,0
13-01-2025 10:00,M04,71.18,2.6,8.99,127,0
13-01-2025 11:00,M01,64.96,4.36,8.17,143,0
13-01-2025 12:00,M05,73.98,3.29,6.65,92,0
13-01-2025 13:00,M05,70.52,3.5,8.1,115,0
13-01-2025 14:00,M01,51.56,3.12,6.98,149,0
13-01-2025 15:00,M05,91.42,4.59,8.18,112,0
13-01-2025 16:00,M03,83.71,4.81,6.97,136,0
13-01-2025 17:00,M04,71.99,4.02,8.03,134,0
13-01-2025 18:00,M01,75.15,3.31,8.9,92,0
13-01-2025 19:00,M04,65.63,5.27,7.94,130,0
13-01-2025 20:00,M05,88.57,3.4,7.53,132,0
13-01-2025 21:00,M05,90.18,2.27,8.24,115,0
13-01-2025 22:00,M01,76.25,4.37,8.84,84,0
13-01-2025 23:00,M03,83.19,3.12,6.67,104,0
14-01-2025 00:00,M02,76.4,4.79,8.31,116,0
14-01-2025 01:00,M01,64.31,3.7,9.58,98,0
14-01-2025 02:00,M02,71.71,4.48,8.69,114,0
14-01-2025 03:00,M02,76.06,5.12,8.07,113,0
14-01-2025 04:00,M03,71.36,3.03,8.77,133,0
14-01-2025 05:00,M02,73.25,3.55,8.54,125,0
14-01-2025 06:00,M02,74.27,3.94,8.9,85,0
14-01-2025 07:00,M03,74.35,5.23,5.57,80,0
14-01-2025 08:00,M02,75.42,3.47,6.14,113,0
14-01-2025 09:00,M02,66.52,3.52,9.21,135,0
14-01-2025 10:00,M02,69.26,4.38,6.19,105,0
14-01-2025 11:00,M01,64.72,3.54,8.48,121,0
14-01-2025 12:00,M01,82.82,4.12,7.58,117,0
14-01-2025 13:00,M01,58.15,2.76,6.8,105,0
14-01-2025 14:00,M03,84.23,5.77,8.42,138,0
14-01-2025 15:00,M05,86.09,2.92,8.24,103,0
14-01-2025 16:00,M02,72.58,3.74,10.53,100,0
14-01-2025 17:00,M02,54.17,3.97,7.25,139,1
14-01-2025 18:00,M03,72.11,5.53,9.73,99,0
14-01-2025 19:00,M02,74.49,2.94,8.42,85,0
14-01-2025 20:00,M01,66.92,5.59,7.21,146,0
14-01-2025 21:00,M05,70.88,4.61,8.96,89,0
14-01-2025 22:00,M04,87.24,4.33,8.68,91,0
14-01-2025 23:00,M02,80.32,3.21,8.04,101,0
15-01-2025 00:00,M01,67.6,4.46,8.32,141,0
15-01-2025 01:00,M04,62.22,3.42,7.28,140,0
15-01-2025 02:00,M05,72.38,5.01,7.01,96,0
15-01-2025 03:00,M04,73.29,3.22,8.91,89,0
15-01-2025 04:00,M01,78.97,3.91,7.73,91,0
15-01-2025 05:00,M04,70.72,3.56,7.9,119,0
15-01-2025 06:00,M03,79.09,3.21,8.34,102,0
15-01-2025 07:00,M04,90.48,4.59,8.32,119,0
15-01-2025 08:00,M02,81.52,4.43,6.28,129,0
15-01-2025 09:00,M02,74.62,4.97,9.54,89,0
15-01-2025 10:00,M03,73.53,2.58,8.15,83,0
15-01-2025 11:00,M01,72.15,4.85,7.76,80,0
15-01-2025 12:00,M02,84.45,6,8.52,122,0
15-01-2025 13:00,M05,69.98,3.64,8.28,84,0
15-01-2025 14:00,M02,75.36,5.52,8.92,113,0
15-01-2025 15:00,M02,75.41,3.79,8.65,145,0
15-01-2025 16:00,M01,70.99,2.9,8.86,103,0
15-01-2025 17:00,M04,64.02,3.76,9.62,93,0
15-01-2025 18:00,M02,77.58,4.84,9.06,120,0
15-01-2025 19:00,M03,74.51,3.33,7.81,121,0
15-01-2025 20:00,M04,79,3.52,6.65,92,0
15-01-2025 21:00,M05,70.73,4.47,10,108,0
15-01-2025 22:00,M01,84.77,4,7.71,144,0
15-01-2025 23:00,M05,67.99,4.47,7.43,125,0
16-01-2025 00:00,M04,88.7,4.19,5.92,113,0
16-01-2025 01:00,M04,61.02,4.38,8.41,142,0
16-01-2025 02:00,M04,78.48,3.65,8.18,83,0
16-01-2025 03:00,M05,78.8,4.19,6.18,107,0
16-01-2025 04:00,M04,68.64,3.26,8.54,80,0
16-01-2025 05:00,M05,78.4,5.03,7.4,115,0
16-01-2025 06:00,M04,85.24,3.49,11.23,92,0
16-01-2025 07:00,M03,57.27,4.9,7.32,84,0
16-01-2025 08:00,M04,79.02,3.81,7.48,93,0
16-01-2025 09:00,M05,55.05,4.16,6.95,111,0
16-01-2025 10:00,M02,67.27,3.6,9.53,129,0
16-01-2025 11:00,M04,88.03,3.19,7.55,106,1
16-01-2025 12:00,M02,70.35,2.6,7.13,114,0
16-01-2025 13:00,M03,65.61,3.16,8.85,82,0
16-01-2025 14:00,M01,73.42,3.74,6.34,83,0
16-01-2025 15:00,M03,91.54,4.17,8.75,86,0
16-01-2025 16:00,M04,60.35,4.81,10.14,82,0
16-01-2025 17:00,M02,66.59,3.64,8.68,138,0
16-01-2025 18:00,M02,86.98,3.29,8.77,80,1
16-01-2025 19:00,M05,89.86,2.85,9.04,107,0
16-01-2025 20:00,M02,74.17,4.38,10.05,138,0
16-01-2025 21:00,M05,65.09,5.11,9.45,132,0
16-01-2025 22:00,M01,91.77,5.01,8.53,89,0
16-01-2025 23:00,M04,87.76,4.57,9.08,82,0
17-01-2025 00:00,M05,80.43,4.51,6.94,86,0
17-01-2025 01:00,M01,68.5,5.36,8.93,88,0
17-01-2025 02:00,M02,74.61,4.27,6.79,148,0
17-01-2025 03:00,M02,73.72,4.52,7.56,92,0
17-01-2025 04:00,M01,77.65,3.74,4.3,119,0
17-01-2025 05:00,M02,86.61,2.91,8.48,141,0
17-01-2025 06:00,M01,82.04,3.45,7.23,141,0
17-01-2025 07:00,M05,66.38,3.99,9.33,89,0
17-01-2025 08:00,M05,86.01,4.05,8.47,90,0
17-01-2025 09:00,M01,77.51,5.54,9.35,141,0
17-01-2025 10:00,M05,80.5,4.07,6.7,135,0
17-01-2025 11:00,M05,86.73,4.94,9.25,128,0
17-01-2025 12:00,M05,66.11,3.65,10.53,95,0
17-01-2025 13:00,M03,74.71,3.75,8.92,88,0
17-01-2025 14:00,M04,70.75,2.94,8.95,112,0
17-01-2025 15:00,M02,62.46,3.41,8.2,114,0
17-01-2025 16:00,M03,77.77,4.42,7.37,118,0
17-01-2025 17:00,M05,95.09,4.01,8.91,104,0
17-01-2025 18:00,M01,60.28,4.75,6.19,135,0
17-01-2025 19:00,M05,74.74,4.15,7.5,127,0
17-01-2025 20:00,M04,80.12,3.72,5.87,89,0
17-01-2025 21:00,M05,75.98,5.72,7.16,120,0
17-01-2025 22:00,M01,74.09,3.92,8.77,138,0
17-01-2025 23:00,M04,64.61,4.93,8.61,107,0
18-01-2025 00:00,M05,76.86,3.68,8.06,120,0
18-01-2025 01:00,M04,68.95,4.57,8.2,145,0
18-01-2025 02:00,M02,57.48,4.74,5.74,130,0
18-01-2025 03:00,M02,84.56,4.17,7.55,141,0
18-01-2025 04:00,M05,82.67,2.12,7.18,109,0
18-01-2025 05:00,M04,75.41,4.01,7.21,119,0
18-01-2025 06:00,M01,76.83,4.98,8.72,119,0
18-01-2025 07:00,M05,83.59,4.42,6.97,148,0
18-01-2025 08:00,M02,76.79,4.36,7.27,141,0
18-01-2025 09:00,M02,82.23,2.62,5.5,94,0
18-01-2025 10:00,M05,72.62,3.42,7.65,82,0
18-01-2025 11:00,M04,85.5,4.33,6.69,103,0
18-01-2025 12:00,M02,77.57,4.33,8.1,120,0
18-01-2025 13:00,M04,76.55,4.97,6.86,142,0
18-01-2025 14:00,M02,64.84,3.88,8.13,127,0
18-01-2025 15:00,M02,77.3,4.32,7.83,140,0
18-01-2025 16:00,M03,68.34,4.01,10.01,127,0
18-01-2025 17:00,M02,69.89,3.21,8.6,126,0
18-01-2025 18:00,M01,68.48,2.2,5.79,135,0
18-01-2025 19:00,M05,66.47,4.34,6.48,87,0
18-01-2025 20:00,M05,92,4.14,8.07,97,0
18-01-2025 21:00,M04,85.65,3.51,6.88,102,0
18-01-2025 22:00,M02,90.36,2.7,4.44,148,0
18-01-2025 23:00,M01,65.22,4.5,9.62,144,0
19-01-2025 00:00,M04,75.57,3.79,8.86,125,1
19-01-2025 01:00,M03,64.65,4.45,8.63,145,0
19-01-2025 02:00,M04,69.43,5.49,7.27,148,0
19-01-2025 03:00,M04,67.65,2.29,8.51,101,0
19-01-2025 04:00,M02,84.92,3.44,7.15,144,0
19-01-2025 05:00,M03,71.83,3.83,8.25,91,0
19-01-2025 06:00,M04,83.55,5.16,6.9,98,0
19-01-2025 07:00,M01,79.83,2.69,9.82,101,0
19-01-2025 08:00,M01,93.43,5.55,6.12,134,0
19-01-2025 09:00,M05,63.16,4.11,9.48,141,0
19-01-2025 10:00,M03,85.07,3.92,8.05,130,0
19-01-2025 11:00,M03,84.17,3.84,7.41,127,0
19-01-2025 12:00,M05,67.21,3.65,8.2,96,0
19-01-2025 13:00,M04,83.06,4.84,8.88,92,0
19-01-2025 14:00,M03,77.69,3.15,9.64,107,0
19-01-2025 15:00,M01,73.18,4.28,8.38,146,0
19-01-2025 16:00,M01,68.41,3.69,6.93,84,1
19-01-2025 17:00,M02,69.25,3.39,8.07,139,0
19-01-2025 18:00,M03,91.4,6.07,10.18,94,0
19-01-2025 19:00,M04,75.01,4.34,9.62,123,0
19-01-2025 20:00,M05,81.26,4.49,9.09,125,0
19-01-2025 21:00,M05,68.67,4.91,8.95,108,0
19-01-2025 22:00,M04,68.76,2.86,8.84,147,0
19-01-2025 23:00,M02,83.66,5.4,9.39,128,0
20-01-2025 00:00,M05,64.2,1.99,7.45,122,0
20-01-2025 01:00,M03,71.68,3.38,6.37,147,0
20-01-2025 02:00,M02,75.27,3.63,8.08,99,0
20-01-2025 03:00,M03,75.89,4.47,7.02,97,0
20-01-2025 04:00,M01,73.57,4.17,6.73,143,0
20-01-2025 05:00,M02,78.17,3.87,7.14,128,0
20-01-2025 06:00,M05,80.54,3.99,10.98,121,0
